id,predicted
0,0.2343729818181818
1,0.2343729818181818
2,0.2343729818181818
3,0.2343729818181818
4,0.2343729818181818
5,0.2343729818181818
6,0.2343729818181818
7,0.2343729818181818
8,0.2343729818181818
9,0.2343729818181818
10,0.2343729818181818
11,0.2343729818181818
12,0.4125453818181818
13,0.4125453818181818
14,0.4125453818181818
15,0.4125453818181818
16,0.4125453818181818
17,0.4125453818181818
18,0.4125453818181818
19,0.4125453818181818
20,0.4125453818181818
21,0.4125453818181818
22,0.4125453818181818
23,0.4125453818181818
24,0.08067043636363647
25,0.08067043636363647
26,0.08067043636363647
27,0.08067043636363647
28,0.08067043636363647
29,0.08067043636363647
30,0.08067043636363647
31,0.08067043636363647
32,0.08067043636363647
33,0.08067043636363647
34,0.08067043636363647
35,0.08067043636363647
36,0.5811876
37,0.5811876
38,0.5811876
39,0.5811876
40,0.5811876
41,0.5811876
42,0.5811876
43,0.5811876
44,0.5811876
45,0.5811876
46,0.5811876
47,0.5811876
48,0.5811876
49,0.5811876
50,0.5811876
51,0.5811876
52,0.5811876
53,0.5811876
54,0.5811876
55,0.5811876
56,0.5811876
57,0.5811876
58,0.5811876
59,0.5811876
60,0.0764215636363637
61,0.0764215636363637
62,0.0764215636363637
63,0.0764215636363637
64,0.0764215636363637
65,0.0764215636363637
66,0.0764215636363637
67,0.0764215636363637
68,0.0764215636363637
69,0.0764215636363637
70,0.0764215636363637
71,0.0764215636363637
72,0.6076109454545455
73,0.6076109454545455
74,0.6076109454545455
75,0.6076109454545455
76,0.6076109454545455
77,0.6076109454545455
78,0.6076109454545455
79,0.6076109454545455
80,0.6076109454545455
81,0.6076109454545455
82,0.6076109454545455
83,0.6076109454545455
84,0.39056836363636366
85,0.39056836363636366
86,0.39056836363636366
87,0.39056836363636366
88,0.39056836363636366
89,0.39056836363636366
90,0.39056836363636366
91,0.39056836363636366
92,0.39056836363636366
93,0.39056836363636366
94,0.39056836363636366
95,0.39056836363636366
96,0.4300341818181818
97,0.4300341818181818
98,0.4300341818181818
99,0.4300341818181818
100,0.4300341818181818
101,0.4300341818181818
102,0.4300341818181818
103,0.4300341818181818
104,0.4300341818181818
105,0.4300341818181818
106,0.4300341818181818
107,0.4300341818181818
108,0.3952487999999999
109,0.3952487999999999
110,0.3952487999999999
111,0.3952487999999999
112,0.3952487999999999
113,0.3952487999999999
114,0.3952487999999999
115,0.3952487999999999
116,0.3952487999999999
117,0.3952487999999999
118,0.3952487999999999
119,0.3952487999999999
120,0.26652076363636373
121,0.26652076363636373
122,0.26652076363636373
123,0.26652076363636373
124,0.26652076363636373
125,0.26652076363636373
126,0.26652076363636373
127,0.26652076363636373
128,0.26652076363636373
129,0.26652076363636373
130,0.26652076363636373
131,0.26652076363636373
132,0.4833259636363637
133,0.4833259636363637
134,0.4833259636363637
135,0.4833259636363637
136,0.4833259636363637
137,0.4833259636363637
138,0.4833259636363637
139,0.4833259636363637
140,0.4833259636363637
141,0.4833259636363637
142,0.4833259636363637
143,0.4833259636363637
144,0.580342581818182
145,0.580342581818182
146,0.580342581818182
147,0.580342581818182
148,0.580342581818182
149,0.580342581818182
150,0.580342581818182
151,0.580342581818182
152,0.580342581818182
153,0.580342581818182
154,0.580342581818182
155,0.580342581818182
156,0.6536502545454546
157,0.6536502545454546
158,0.6536502545454546
159,0.6536502545454546
160,0.6536502545454546
161,0.6536502545454546
162,0.6536502545454546
163,0.6536502545454546
164,0.6536502545454546
165,0.6536502545454546
166,0.6536502545454546
167,0.6536502545454546
168,0.6010474909090913
169,0.6010474909090913
170,0.6010474909090913
171,0.6010474909090913
172,0.6010474909090913
173,0.6010474909090913
174,0.6010474909090913
175,0.6010474909090913
176,0.6010474909090913
177,0.6010474909090913
178,0.6010474909090913
179,0.6010474909090913
180,0.5538614181818182
181,0.5538614181818182
182,0.5538614181818182
183,0.5538614181818182
184,0.5538614181818182
185,0.5538614181818182
186,0.5538614181818182
187,0.5538614181818182
188,0.5538614181818182
189,0.5538614181818182
190,0.5538614181818182
191,0.5538614181818182
192,0.5339493818181821
193,0.5339493818181821
194,0.5339493818181821
195,0.5339493818181821
196,0.5339493818181821
197,0.5339493818181821
198,0.5339493818181821
199,0.5339493818181821
200,0.5339493818181821
201,0.5339493818181821
202,0.5339493818181821
203,0.5339493818181821
204,0.4771877454545457
205,0.4771877454545457
206,0.4771877454545457
207,0.4771877454545457
208,0.4771877454545457
209,0.4771877454545457
210,0.4771877454545457
211,0.4771877454545457
212,0.4771877454545457
213,0.4771877454545457
214,0.4771877454545457
215,0.4771877454545457
216,0.5000884363636368
217,0.5000884363636368
218,0.5000884363636368
219,0.5000884363636368
220,0.5000884363636368
221,0.5000884363636368
222,0.5000884363636368
223,0.5000884363636368
224,0.5000884363636368
225,0.5000884363636368
