id,predicted
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,5.722782284175342e-05
49,0.00011445564568350684
50,0.00017168346852526029
51,0.00022891129136701368
52,0.0002861391142087671
53,0.0003433669370505205
54,0.0003433669370505205
55,0.0003433669370505205
56,0.0003433669370505205
57,0.0003433669370505205
58,0.0003433669370505205
59,0.0003433669370505205
60,0.0012449824488661592
61,0.002146597960681798
62,0.0030482134724974367
63,0.003949828984313075
64,0.004851444496128714
65,0.005753060007944353
66,0.005753060007944353
67,0.005753060007944353
68,0.005753060007944353
69,0.005753060007944353
70,0.005753060007944353
71,0.005753060007944353
72,0.029173273581903723
73,0.052593487155863095
74,0.07601370072982246
75,0.09943391430378183
76,0.1228541278777412
77,0.14627434145170057
78,0.14627434145170057
79,0.14627434145170057
80,0.14627434145170057
81,0.14627434145170057
82,0.14627434145170057
83,0.14627434145170057
84,0.15257369519384986
85,0.15887304893599916
86,0.16517240267814845
87,0.17147175642029774
88,0.17777111016244707
89,0.18407046390459636
90,0.18407046390459636
91,0.18407046390459636
92,0.18407046390459636
93,0.18407046390459636
94,0.18407046390459636
95,0.18407046390459636
96,0.29039259325718825
97,0.3967147226097802
98,0.503036851962372
99,0.6093589813149639
100,0.7156811106675557
101,0.8220032400201477
102,0.8220032400201477
103,0.8220032400201477
104,0.8220032400201477
105,0.8220032400201477
106,0.8220032400201477
107,0.8220032400201477
108,0.9273027226834888
109,1.0326022053468298
110,1.1379016880101709
111,1.243201170673512
112,1.3485006533368533
113,1.4538001360001942
114,1.4538001360001942
115,1.4538001360001942
116,1.4538001360001942
117,1.4538001360001942
118,1.4538001360001942
119,1.4538001360001942
120,1.3959931112983182
121,1.3381860865964423
122,1.280379061894566
123,1.22257203719269
124,1.164765012490814
125,1.1069579877889382
126,1.1069579877889382
127,1.1069579877889382
128,1.1069579877889382
129,1.1069579877889382
130,1.1069579877889382
131,1.1069579877889382
132,1.1083111450402245
133,1.1096643022915107
134,1.1110174595427968
135,1.112370616794083
136,1.1137237740453692
137,1.1150769312966553
138,1.1150769312966553
139,1.1150769312966553
140,1.1150769312966553
141,1.1150769312966553
142,1.1150769312966553
143,1.1150769312966553
144,1.1253569718696954
145,1.1356370124427355
146,1.1459170530157756
147,1.1561970935888157
148,1.1664771341618558
149,1.176757174734896
150,1.176757174734896
151,1.176757174734896
152,1.176757174734896
153,1.176757174734896
154,1.176757174734896
155,1.176757174734896
156,1.151851582185085
157,1.126945989635274
158,1.1020403970854629
159,1.0771348045356517
160,1.052229211985841
161,1.0273236194360298
162,1.0273236194360298
163,1.0273236194360298
164,1.0273236194360298
165,1.0273236194360298
166,1.0273236194360298
167,1.0273236194360298
168,0.9468206341404434
169,0.8663176488448568
170,0.7858146635492701
171,0.7053116782536838
172,0.6248086929580973
173,0.5443057076625107
174,0.5443057076625107
175,0.5443057076625107
176,0.5443057076625107
177,0.5443057076625107
178,0.5443057076625107
179,0.5443057076625107
180,0.5597593205249285
181,0.5752129333873462
182,0.5906665462497639
183,0.6061201591121818
184,0.6215737719745994
185,0.6370273848370172
186,0.6370273848370172
187,0.6370273848370172
188,0.6370273848370172
189,0.6370273848370172
190,0.6370273848370172
191,0.6370273848370172
192,0.5416901386403694
193,0.44635289244372167
194,0.3510156462470739
195,0.2556784000504261
196,0.1603411538537783
197,0.06500390765713053
198,0.06500390765713053
199,0.06500390765713053
200,0.06500390765713053
201,0.06500390765713053
202,0.06500390765713053
203,0.06500390765713053
204,0.05848030603028218
205,0.05195670440343383
206,0.04543310277658547
207,0.038909501149737125
208,0.03238589952288878
209,0.025862297896040425
210,0.025862297896040425
211,0.025862297896040425
212,0.025862297896040425
213,0.025862297896040425
214,0.025862297896040425
215,0.025862297896040425
216,0.02185333198580197
217,0.017844366075563518
218,0.013835400165325064
219,0.00982643425508661
220,0.005817468344848156
221,0.0018085024346097018
222,0.0018085024346097018
223,0.0018085024346097018
224,0.0018085024346097018
225,0.0018085024346097018
226,0.0018085024346097018
227,0.0018085024346097018
228,0.0015070853621747514
229,0.0012056682897398012
230,0.0009042512173048509
231,0.0006028341448699006
232,0.0003014170724349503
233,0.0
234,0.0
235,0.0
236,0.0
237,0.0
238,0.0
239,0.0
240,0.0
241,0.0
242,0.0
243,0.0
244,0.0
245,0.0
246,0.0
247,0.0
248,0.0
249,0.0
250,0.0
251,0.0
252,0.0
253,0.0
254,0.0
255,0.0
256,0.0
257,0.0
258,0.0
259,0.0
260,0.0
261,0.0
262,0.0
263,0.0
264,0.0
265,0.0
266,0.0
267,0.0
268,0.0
269,0.0
270,0.0
271,0.0
272,0.0
273,0.0
274,0.0
275,0.0
276,0.0
277,0.0
278,0.0
279,0.0
280,0.0
281,0.0
282,0.0
283,0.0
284,0.0
285,0.0
286,0.0
287,0.0
288,0.001025494879480735
289,0.00205098975896147
290,0.003076484638442205
291,0.00410197951792294
292,0.005127474397403676
293,0.006152969276884411
294,0.006152969276884411
295,0.006152969276884411
296,0.006152969276884411
297,0.006152969276884411
298,0.006152969276884411
299,0.006152969276884411
300,0.005127474397403675
301,0.00410197951792294
302,0.003076484638442205
303,0.00205098975896147
304,0.001025494879480735
305,0.0
306,0.0
307,0.0
308,0.0
309,0.0
310,0.0
311,0.0
312,0.0
313,0.0
314,0.0
315,0.0
316,0.0
317,0.0
318,0.0
319,0.0
320,0.0
321,0.0
322,0.0
323,0.0
324,0.0
325,0.0
326,0.0
327,0.0
328,0.0
329,0.0
330,0.0
331,0.0
332,0.0
333,0.0
334,0.0
335,0.0
336,5.722782284175342e-05
337,0.00011445564568350684
338,0.00017168346852526029
339,0.00022891129136701368
340,0.0002861391142087671
341,0.0003433669370505205
342,0.0003433669370505205
343,0.0003433669370505205
344,0.0003433669370505205
345,0.0003433669370505205
346,0.0003433669370505205
347,0.0003433669370505205
348,0.0012449824488661592
349,0.002146597960681798
350,0.0030482134724974367
351,0.003949828984313075
352,0.004851444496128714
353,0.005753060007944353
354,0.005753060007944353
355,0.005753060007944353
356,0.005753060007944353
357,0.005753060007944353
358,0.005753060007944353
359,0.005753060007944353
360,0.027801125290390454
361,0.04984919057283655
362,0.07189725585528266
363,0.09394532113772874
364,0.11599338642017486
365,0.13804145170262094
366,0.13804145170262094
367,0.13804145170262094
368,0.13804145170262094
369,0.13804145170262094
