id,predicted
0,0.0006570113636363628
1,0.0006570113636363628
2,0.0006570113636363628
3,0.0006570113636363628
4,0.0006570113636363628
5,0.0006570113636363628
6,0.0006570113636363628
7,0.0006570113636363628
8,0.0006570113636363628
9,0.0006570113636363628
10,0.0006570113636363628
11,0.0006570113636363628
12,0.027243108917748917
13,0.027243108917748917
14,0.027243108917748917
15,0.027243108917748917
16,0.027243108917748917
17,0.027243108917748917
18,0.027243108917748917
19,0.027243108917748917
20,0.027243108917748917
21,0.027243108917748917
22,0.027243108917748917
23,0.027243108917748917
24,0.0011672413636363613
25,0.0011672413636363613
26,0.0011672413636363613
27,0.0011672413636363613
28,0.0011672413636363613
29,0.0011672413636363613
30,0.0011672413636363613
31,0.0011672413636363613
32,0.0011672413636363613
33,0.0011672413636363613
34,0.0011672413636363613
35,0.0011672413636363613
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.001594127902093882
61,0.001594127902093882
62,0.001594127902093882
63,0.001594127902093882
64,0.001594127902093882
65,0.001594127902093882
66,0.001594127902093882
67,0.001594127902093882
68,0.001594127902093882
69,0.001594127902093882
70,0.001594127902093882
71,0.001594127902093882
72,0.12774112225093082
73,0.12774112225093082
74,0.12774112225093082
75,0.12774112225093082
76,0.12774112225093082
77,0.12774112225093082
78,0.12774112225093082
79,0.12774112225093082
80,0.12774112225093082
81,0.12774112225093082
82,0.12774112225093082
83,0.12774112225093082
84,0.23600403218056445
85,0.23600403218056445
86,0.23600403218056445
87,0.23600403218056445
88,0.23600403218056445
89,0.23600403218056445
90,0.23600403218056445
91,0.23600403218056445
92,0.23600403218056445
93,0.23600403218056445
94,0.23600403218056445
95,0.23600403218056445
96,0.32149003872261395
97,0.32149003872261395
98,0.32149003872261395
99,0.32149003872261395
100,0.32149003872261395
101,0.32149003872261395
102,0.32149003872261395
103,0.32149003872261395
104,0.32149003872261395
105,0.32149003872261395
106,0.32149003872261395
107,0.32149003872261395
108,0.7636369728346633
109,0.7636369728346633
110,0.7636369728346633
111,0.7636369728346633
112,0.7636369728346633
113,0.7636369728346633
114,0.7636369728346633
115,0.7636369728346633
116,0.7636369728346633
117,0.7636369728346633
118,0.7636369728346633
119,0.7636369728346633
120,0.5516179480694353
121,0.5516179480694353
122,0.5516179480694353
123,0.5516179480694353
124,0.5516179480694353
125,0.5516179480694353
126,0.5516179480694353
127,0.5516179480694353
128,0.5516179480694353
129,0.5516179480694353
130,0.5516179480694353
131,0.5516179480694353
132,1.003452090735401
133,1.003452090735401
134,1.003452090735401
135,1.003452090735401
136,1.003452090735401
137,1.003452090735401
138,1.003452090735401
139,1.003452090735401
140,1.003452090735401
141,1.003452090735401
142,1.003452090735401
143,1.003452090735401
144,0.9998399759589647
145,0.9998399759589647
146,0.9998399759589647
147,0.9998399759589647
148,0.9998399759589647
149,0.9998399759589647
150,0.9998399759589647
151,0.9998399759589647
152,0.9998399759589647
153,0.9998399759589647
154,0.9998399759589647
155,0.9998399759589647
156,0.7825024220129113
157,0.7825024220129113
158,0.7825024220129113
159,0.7825024220129113
160,0.7825024220129113
161,0.7825024220129113
162,0.7825024220129113
163,0.7825024220129113
164,0.7825024220129113
165,0.7825024220129113
166,0.7825024220129113
167,0.7825024220129113
168,0.5479454438548576
169,0.5479454438548576
170,0.5479454438548576
171,0.5479454438548576
172,0.5479454438548576
173,0.5479454438548576
174,0.5479454438548576
175,0.5479454438548576
176,0.5479454438548576
177,0.5479454438548576
178,0.5479454438548576
179,0.5479454438548576
180,0.4694924625196774
181,0.4694924625196774
182,0.4694924625196774
183,0.4694924625196774
184,0.4694924625196774
185,0.4694924625196774
186,0.4694924625196774
187,0.4694924625196774
188,0.4694924625196774
189,0.4694924625196774
190,0.4694924625196774
191,0.4694924625196774
192,0.23376571073585506
193,0.23376571073585506
194,0.23376571073585506
195,0.23376571073585506
196,0.23376571073585506
197,0.23376571073585506
198,0.23376571073585506
199,0.23376571073585506
200,0.23376571073585506
201,0.23376571073585506
